Домен,Домен ASCII,ID,Заголовок,Слаг,Рубрика,Слаг рубрики,Дата,Анкор,Целевая ссылка,Денежная,Тема,Был в индексе,Источник заголовка,Источник слага
mai-hoshi.ru,mai-hoshi.ru,155,,,LED-фотозоны: технические характеристики,led-fotozony-tehnicheskie-harakteristiki,2026-06-12 18:39,,,,"LED-фотозоны: технические характеристики: безопасность, монтаж и нормативы",да,сгенерируется,утрачен
mai-hoshi.ru,mai-hoshi.ru,157,,,LED-фотозоны: технические характеристики,led-fotozony-tehnicheskie-harakteristiki,2026-06-13 18:24,,,,LED-фотозоны: технические характеристики: ошибки заказчиков и как их избежать,да,сгенерируется,утрачен
omegabay.ru,omegabay.ru,106,Кто управляет складской спецтехникой,kto-upravljaet-skladskoj-spectehnikoj,Спецтехника и её операторы,spectehnika-i-ejo-operatory,2026-05-16 09:09,,,,Кто управляет складской спецтехникой,да,журнал публикаций,записан в реестре
omegabay.ru,omegabay.ru,107,Обучение на погрузчик в Москве: цена и факторы,obuchenie-na-pogruzchik-v-moskve-cena-i-faktory,Спецтехника и её операторы,spectehnika-i-ejo-operatory,2026-05-18 12:14,обучение на погрузчик в москве цена,https://aso-cdo.ru/moskva/rabochie-professii/voditel-pogruzchika/,да,Обучение на погрузчик в Москве: из чего складывается цена,да,журнал публикаций,записан в реестре
omegabay.ru,omegabay.ru,108,Виды складской и подъёмной техники,vidy-skladskoj-i-podjomnoj-tehniki,Спецтехника и её операторы,spectehnika-i-ejo-operatory,2026-05-19 16:23,погрузчик,https://ru.wikipedia.org/wiki/Погрузчик,,Виды складской и подъёмной техники,да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,109,Как выбрать формат обучения: очно или онлайн,kak-vybrat-format-obuchenija-ochno-ili-onlajn,Спецтехника и её операторы,spectehnika-i-ejo-operatory,2026-05-20 17:16,,,,Как выбрать формат обучения: очно или онлайн,да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,110,Профстандарты операторов спецтехники,profstandarty-operatorov-spectehniki,Спецтехника и её операторы,spectehnika-i-ejo-operatory,2026-05-21 13:41,профстандарты,https://profstandart.rosmintrud.ru/,,Профессиональные стандарты операторов спецтехники,да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,111,Что нужно знать новичку перед обучением,chto-nuzhno-znat-novichku-pered-obucheniem,Спецтехника и её операторы,spectehnika-i-ejo-operatory,2026-05-23 21:05,,,,Что нужно знать новичку перед обучением,да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,125,Аренда фотозон для событий в 2026 году,arenda-fotozon-dlja-sobytij-v-2026-godu,Аренда фотозон под событие любого масштаба,arenda-fotozon-pod-sobytie-ljubogo-masshtaba,2026-06-03 20:46,,,,Аренда фотозон под событие любого масштаба: основные форматы и решения 2026 года,да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,127,Аренда фотозон для событий любого масштаба,arenda-fotozon-dlja-sobytij-ljubogo-masshtaba,Аренда фотозон под событие любого масштаба,arenda-fotozon-pod-sobytie-ljubogo-masshtaba,2026-06-04 09:54,,,,"Аренда фотозон под событие любого масштаба: технологии, материалы и оборудование",да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,129,Как выбрать аренду фотозоны грамотно,kak-vybrat-arendu-fotozony-gramotno,Аренда фотозон под событие любого масштаба,arenda-fotozon-pod-sobytie-ljubogo-masshtaba,2026-06-06 16:46,аренда фотозоны,https://divent.ru/ekb/uslugi/fotozony/,да,"Как выбрать аренда фотозоны: критерии, сервис и бюджет",да,журнал публикаций,записан в реестре
omegabay.ru,omegabay.ru,131,Аренда фотозон для событий любого масштаба,arenda-fotozon-dlja-sobytij-ljubogo-masshtaba-2,Аренда фотозон под событие любого масштаба,arenda-fotozon-pod-sobytie-ljubogo-masshtaba,2026-06-07 19:17,,,,Аренда фотозон под событие любого масштаба: примеры удачных кейсов и нестандартные идеи,да,журнал публикаций,"из заголовка, суффикс WordPress"
omegabay.ru,omegabay.ru,133,"Аренда фотозон: безопасность, монтаж, нормы",arenda-fotozon-bezopasnost-montazh-normy,Аренда фотозон под событие любого масштаба,arenda-fotozon-pod-sobytie-ljubogo-masshtaba,2026-06-09 21:38,,,,"Аренда фотозон под событие любого масштаба: безопасность, монтаж и нормативы",да,журнал публикаций,из заголовка
omegabay.ru,omegabay.ru,135,Аренда фотозон без ошибок: гид для событий,arenda-fotozon-bez-oshibok-gid-dlja-sobytij,Аренда фотозон под событие любого масштаба,arenda-fotozon-pod-sobytie-ljubogo-masshtaba,2026-06-11 11:18,,,,Аренда фотозон под событие любого масштаба: ошибки заказчиков и как их избежать,да,журнал публикаций,из заголовка
prforce.ru,prforce.ru,141,Как выбрать курсы рабочей профессии без ошибок,kak-vybrat-kursy-rabochej-professii-bez-oshibok,Курсы рабочих профессий,kursy-rabochih-professij,2026-05-14 09:29,,,,Как выбрать курсы рабочей профессии и не ошибиться,да,журнал публикаций,записан в реестре
prforce.ru,prforce.ru,142,Как выбрать учебный центр без ошибок,kak-vybrat-uchebnyj-centr-bez-oshibok,Курсы рабочих профессий,kursy-rabochih-professij,2026-05-16 17:14,Рособрнадзор,https://obrnadzor.gov.ru/,,На что обратить внимание при выборе учебного центра,да,журнал публикаций,записан в реестре
prforce.ru,prforce.ru,143,Курсы водителя погрузчика в Москве: обзор программ,kursy-voditelja-pogruzchika-v-moskve-obzor-programm,Курсы рабочих профессий,kursy-rabochih-professij,2026-05-17 18:48,курсы водителя погрузчика в москве,https://aso-cdo.ru/moskva/rabochie-professii/voditel-pogruzchika/,да,Курсы водителя погрузчика в Москве: обзор программ,да,журнал публикаций,записан в реестре
prforce.ru,prforce.ru,144,Что входит в программу курса водителя погрузчика,chto-vhodit-v-programmu-kursa-voditelja-pogruzchika,Курсы рабочих профессий,kursy-rabochih-professij,2026-05-18 14:18,,,,Что входит в программу курса водителя погрузчика,да,журнал публикаций,записан в реестре
prforce.ru,prforce.ru,145,Категории и удостоверения для спецтехники,kategorii-i-udostoverenija-dlja-spectehniki,Курсы рабочих профессий,kursy-rabochih-professij,2026-05-20 11:17,Ростехнадзор,https://www.gosnadzor.ru/,,Категории и удостоверения для управления спецтехникой,да,журнал публикаций,из заголовка
prforce.ru,prforce.ru,146,Трудоустройство после курсов: реально ли?,trudoustrojstvo-posle-kursov-realno-li,Курсы рабочих профессий,kursy-rabochih-professij,2026-05-21 15:19,,,,Трудоустройство после курсов: насколько это реально,да,журнал публикаций,из заголовка
prforce.ru,prforce.ru,160,Фотозоны в сценарии мероприятия: тренды 2026,fotozony-v-scenarii-meroprijatija-trendy-2026,Фотозоны как часть сценария мероприятия,fotozony-kak-chast-scenarija-meroprijatija,2026-06-02 12:08,,,,Фотозоны как часть сценария мероприятия: основные форматы и решения 2026 года,да,журнал публикаций,из заголовка
prforce.ru,prforce.ru,162,Фотозоны в сценарии мероприятия,fotozony-v-scenarii-meroprijatija,Фотозоны как часть сценария мероприятия,fotozony-kak-chast-scenarija-meroprijatija,2026-06-03 11:12,,,,"Фотозоны как часть сценария мероприятия: технологии, материалы и оборудование",да,журнал публикаций,из заголовка
prforce.ru,prforce.ru,164,Как выбрать фотозону на мероприятие,kak-vybrat-fotozonu-na-meroprijatie,Фотозоны как часть сценария мероприятия,fotozony-kak-chast-scenarija-meroprijatija,2026-06-04 11:25,фотозона на мероприятие,https://divent.ru/ekb/uslugi/fotozony/,да,"Как выбрать фотозона на мероприятие: критерии, сервис и бюджет",да,журнал публикаций,записан в реестре
prforce.ru,prforce.ru,166,Фотозоны в сценарии мероприятия,fotozony-v-scenarii-meroprijatija-2,Фотозоны как часть сценария мероприятия,fotozony-kak-chast-scenarija-meroprijatija,2026-06-06 19:30,,,,Фотозоны как часть сценария мероприятия: примеры удачных кейсов и нестандартные идеи,да,журнал публикаций,"из заголовка, суффикс WordPress"
prforce.ru,prforce.ru,168,Фотозоны в сценарии мероприятия,fotozony-v-scenarii-meroprijatija-3,Фотозоны как часть сценария мероприятия,fotozony-kak-chast-scenarija-meroprijatija,2026-06-08 21:33,,,,"Фотозоны как часть сценария мероприятия: безопасность, монтаж и нормативы",да,журнал публикаций,"из заголовка, суффикс WordPress"
prforce.ru,prforce.ru,170,Фотозоны в сценарии: ошибки и решения,fotozony-v-scenarii-oshibki-i-reshenija,Фотозоны как часть сценария мероприятия,fotozony-kak-chast-scenarija-meroprijatija,2026-06-10 16:14,,,,Фотозоны как часть сценария мероприятия: ошибки заказчиков и как их избежать,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,122,Медицинский регистратор: обучение и старт карьеры,medicinskij-registrator-obuchenie-i-start-karery,Медицина и здравоохранение,medicina-i-zdravoohranenie,2026-04-17 08:25,,,,Медицинский регистратор: как пройти обучение и начать карьеру,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,124,ТОП-5 медицинских профессий без высшего образования,top-5-medicinskih-professij-bez-vysshego-obrazovanija,Медицина и здравоохранение,medicina-i-zdravoohranenie,2026-04-18 19:28,,,,ТОП-5 медицинских профессий без высшего образования,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,126,Как устроена работа регистратуры в поликлинике,kak-ustroena-rabota-registratury-v-poliklinike,Медицина и здравоохранение,medicina-i-zdravoohranenie,2026-04-20 16:18,,,,Как устроена работа регистратуры в поликлинике,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,128,Цифровизация здравоохранения: карты и МИС,cifrovizacija-zdravoohranenija-karty-i-mis,Медицина и здравоохранение,medicina-i-zdravoohranenie,2026-04-22 08:39,,,,Цифровизация здравоохранения: электронные карты и МИС,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,130,Обязанности медицинского регистратора: полный обзор,objazannosti-medicinskogo-registratora-polnyj-obzor,Медицина и здравоохранение,medicina-i-zdravoohranenie,2026-04-23 19:32,,,,Обязанности медицинского регистратора: полный обзор,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,132,Работа в поликлинике без медобразования: как устроиться,rabota-v-poliklinike-bez-medobrazovanija-kak-ustroitsja,Медицина и здравоохранение,medicina-i-zdravoohranenie,2026-04-25 16:50,,,,Как устроиться на работу в поликлинику без медицинского образования,да,журнал публикаций,из заголовка
pro-covers.ru,pro-covers.ru,140,,,Светодиодные фотозоны,svetodiodnye-fotozony,2026-08-12 19:09,,,,Светодиодные фотозоны: что изменилось в 2026 году,да,сгенерируется,утрачен
pro-covers.ru,pro-covers.ru,142,,,Светодиодные фотозоны,svetodiodnye-fotozony,2026-08-14 10:19,,,,"Светодиодные фотозоны: оборудование, софт и расходники",да,сгенерируется,утрачен
pro-covers.ru,pro-covers.ru,144,LED-фотозона: как выбрать подрядчика,led-fotozona-kak-vybrat-podrjadchika,Светодиодные фотозоны,svetodiodnye-fotozony,2026-08-16 15:40,led фотозона,https://divent.ru/ekb/uslugi/svetodiodnaya-uglovaya-led-fotozona/,да,Led фотозона: как выбрать подрядчика и не переплатить,да,восстановлен из слага,записан в реестре
pro-covers.ru,pro-covers.ru,146,,,Светодиодные фотозоны,svetodiodnye-fotozony,2026-08-18 18:44,,,,Светодиодные фотозоны: разбор реальных кейсов,да,сгенерируется,утрачен
pro-covers.ru,pro-covers.ru,148,,,Светодиодные фотозоны,svetodiodnye-fotozony,2026-08-20 17:09,,,,"Светодиодные фотозоны: площадка, электрика и безопасность",нет,сгенерируется,утрачен
pro-covers.ru,pro-covers.ru,150,,,Светодиодные фотозоны,svetodiodnye-fotozony,2026-08-22 12:18,,,,Светодиодные фотозоны: частые ошибки заказчиков,нет,сгенерируется,утрачен
promplo.ru,promplo.ru,136,Возможности дополнительного образования в Тюмени,vozmozhnosti-dopolnitelnogo-obrazovanija-v-tjumeni,Учёба в Тюмени,uchjoba-v-tjumeni,2026-05-31 17:48,,,,Возможности дополнительного образования в Тюмени,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,137,Рынок труда Тюменской области: обзор,rynok-truda-tjumenskoj-oblasti-obzor,Учёба в Тюмени,uchjoba-v-tjumeni,2026-06-01 19:22,Росстат,https://rosstat.gov.ru/,,Рынок труда Тюменской области: обзор,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,138,Курсы переподготовки в Тюмени: как выбрать,kursy-perepodgotovki-v-tjumeni-kak-vybrat,Учёба в Тюмени,uchjoba-v-tjumeni,2026-06-02 08:36,курсы переподготовки в Тюмени,https://aso-cdo.ru/tyumen/professionalnaya-perepodgotovka/,да,Курсы переподготовки в Тюмени: обзор вариантов,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,139,Какие профессии можно освоить в Тюмени быстро,kakie-professii-mozhno-osvoit-v-tjumeni-bystro,Учёба в Тюмени,uchjoba-v-tjumeni,2026-06-03 18:31,,,,Какие профессии можно освоить в Тюмени за пару месяцев,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,140,Где искать работу в Тюмени после учёбы,gde-iskat-rabotu-v-tjumeni-posle-uchjoby,Учёба в Тюмени,uchjoba-v-tjumeni,2026-06-05 10:26,Работа России,https://trudvsem.ru/,,Где искать работу в Тюмени после учёбы,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,141,Как совместить курсы с основной работой,kak-sovmestit-kursy-s-osnovnoj-rabotoj,Учёба в Тюмени,uchjoba-v-tjumeni,2026-06-07 13:33,,,,Как совместить курсы с основной работой,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,155,Фотобудки с нейросетями в 2026 году,fotobudki-s-nejrosetjami-v-2026-godu,Фотобудки с нейросетями,fotobudki-s-nejrosetjami,2026-08-13 11:22,,,,Фотобудки с нейросетями: что изменилось в 2026 году,да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,157,Фотобудки с нейросетями: техника и софт,fotobudki-s-nejrosetjami-tehnika-i-soft,Фотобудки с нейросетями,fotobudki-s-nejrosetjami,2026-08-14 20:27,,,,"Фотобудки с нейросетями: оборудование, софт и расходники",да,журнал публикаций,из заголовка
promplo.ru,promplo.ru,159,Фотобудка с нейросетью: как выбрать без переплат,fotobudka-s-nejrosetju-kak-vybrat-bez-pereplat,Фотобудки с нейросетями,fotobudki-s-nejrosetjami,2026-08-17 16:49,фотобудка с нейросетью в Москве,https://divent.ru/uslugi/ii-fotobudka/,да,Фотобудка с нейросетью в Москве: как выбрать подрядчика и не переплатить,да,журнал публикаций,записан в реестре
promplo.ru,promplo.ru,161,Фотобудки с нейросетями: реальные кейсы,fotobudki-s-nejrosetjami-realnye-kejsy,Фотобудки с нейросетями,fotobudki-s-nejrosetjami,2026-08-19 16:37,,,,Фотобудки с нейросетями: разбор реальных кейсов,нет,журнал публикаций,из заголовка
promplo.ru,promplo.ru,163,Фотобудки с нейросетями: площадка и безопасность,fotobudki-s-nejrosetjami-ploshhadka-i-bezopasnost,Фотобудки с нейросетями,fotobudki-s-nejrosetjami,2026-08-21 17:53,,,,"Фотобудки с нейросетями: площадка, электрика и безопасность",нет,журнал публикаций,из заголовка
promplo.ru,promplo.ru,165,Фотобудки с нейросетями: ошибки заказчиков,fotobudki-s-nejrosetjami-oshibki-zakazchikov,Фотобудки с нейросетями,fotobudki-s-nejrosetjami,2026-08-22 10:30,,,,Фотобудки с нейросетями: частые ошибки заказчиков,нет,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,119,Рабочие профессии без опыта: с чего начать,rabochie-professii-bez-opyta-s-chego-nachat,Старт в рабочей профессии,start-v-rabochej-professii,2026-05-17 19:28,,,,Рабочие профессии без опыта: с чего начать,да,журнал публикаций,записан в реестре
property-in-alanya.ru,property-in-alanya.ru,120,Где искать первую работу по специальности,gde-iskat-pervuju-rabotu-po-specialnosti,Старт в рабочей профессии,start-v-rabochej-professii,2026-05-18 20:44,Работа России,https://trudvsem.ru/,,Где искать первую работу по рабочей специальности,да,журнал публикаций,записан в реестре
property-in-alanya.ru,property-in-alanya.ru,121,Как стать водителем погрузчика в Москве,kak-stat-voditelem-pogruzchika-v-moskve,Старт в рабочей профессии,start-v-rabochej-professii,2026-05-20 13:14,учиться на водителя погрузчика в москве,https://aso-cdo.ru/moskva/rabochie-professii/voditel-pogruzchika/,да,Учиться на водителя погрузчика в Москве: пошаговый путь,да,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,122,Какие навыки нужны водителю погрузчика,kakie-navyki-nuzhny-voditelju-pogruzchika,Старт в рабочей профессии,start-v-rabochej-professii,2026-05-22 11:31,,,,Какие навыки нужны водителю погрузчика,да,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,123,Безопасность труда операторов погрузчиков,bezopasnost-truda-operatorov-pogruzchikov,Старт в рабочей профессии,start-v-rabochej-professii,2026-05-23 09:05,охрана труда,https://ru.wikipedia.org/wiki/Охрана_труда,,Безопасность труда операторов погрузчиков,да,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,124,Перспективы карьерного роста на складе,perspektivy-karernogo-rosta-na-sklade,Старт в рабочей профессии,start-v-rabochej-professii,2026-05-25 15:40,,,,Перспективы карьерного роста на складе,да,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,138,Светодиодное оборудование на мероприятиях в 2026,svetodiodnoe-oborudovanie-na-meroprijatijah-v-2026,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,2026-06-04 08:49,,,,Светодиодное оборудование на мероприятиях: основные форматы и решения 2026 года,да,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,140,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,2026-06-05 19:17,,,,"Светодиодное оборудование на мероприятиях: технологии, материалы и оборудование",да,журнал публикаций,из заголовка
property-in-alanya.ru,property-in-alanya.ru,142,Как выбрать LED фотозону: сервис и бюджет,kak-vybrat-led-fotozonu-servis-i-bjudzhet,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,2026-06-07 15:11,led фотозона,https://divent.ru/uslugi/svetodiodnaya-uglovaya-led-fotozona/,да,"Как выбрать led фотозона: критерии, сервис и бюджет",да,журнал публикаций,записан в реестре
property-in-alanya.ru,property-in-alanya.ru,144,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah-2,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,2026-06-08 08:14,,,,Светодиодное оборудование на мероприятиях: примеры удачных кейсов и нестандартные идеи,да,журнал публикаций,"из заголовка, суффикс WordPress"
property-in-alanya.ru,property-in-alanya.ru,146,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah-3,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,2026-06-09 09:38,,,,"Светодиодное оборудование на мероприятиях: безопасность, монтаж и нормативы",да,журнал публикаций,"из заголовка, суффикс WordPress"
property-in-alanya.ru,property-in-alanya.ru,148,LED-оборудование на мероприятиях: частые ошибки,led-oborudovanie-na-meroprijatijah-chastye-oshibki,Светодиодное оборудование на мероприятиях,svetodiodnoe-oborudovanie-na-meroprijatijah,2026-06-11 12:28,,,,Светодиодное оборудование на мероприятиях: ошибки заказчиков и как их избежать,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,133,Как работает современный складской комплекс,kak-rabotaet-sovremennyj-skladskoj-kompleks,Логистика и склад,logistika-i-sklad,2026-05-18 18:48,,,,Как работает современный складской комплекс,да,журнал публикаций,записан в реестре
speciallabel.ru,speciallabel.ru,134,Профессии складской логистики: обзор и перспективы,professii-skladskoj-logistiki-obzor-i-perspektivy,Логистика и склад,logistika-i-sklad,2026-05-19 08:45,,,,Профессии складской логистики,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,135,Что такое складская логистика,chto-takoe-skladskaja-logistika,Логистика и склад,logistika-i-sklad,2026-05-21 18:45,логистика,https://ru.wikipedia.org/wiki/Логистика,,Что такое складская логистика,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,136,Обучение водителей погрузчиков: полезный ресурс,obuchenie-voditelej-pogruzchikov-poleznyj-resurs,Логистика и склад,logistika-i-sklad,2026-05-22 16:54,https://aso-cdo.ru/moskva/rabochie-professii/voditel-pogruzchika/,https://aso-cdo.ru/moskva/rabochie-professii/voditel-pogruzchika/,да,Обучение водителей погрузчиков: полезный ресурс,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,137,Рынок труда в логистике Москвы,rynok-truda-v-logistike-moskvy,Логистика и склад,logistika-i-sklad,2026-05-23 13:52,HeadHunter,https://hh.ru/,,Рынок труда в логистике Москвы,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,138,Автоматизация склада: заменит ли техника людей,avtomatizacija-sklada-zamenit-li-tehnika-ljudej,Логистика и склад,logistika-i-sklad,2026-05-24 17:49,,,,Автоматизация склада: вытеснит ли техника людей,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,152,Тренды аренды фотозон в 2026 году,trendy-arendy-fotozon-v-2026-godu,Тренды в аренде фотозон,trendy-v-arende-fotozon,2026-06-05 12:48,,,,Тренды в аренде фотозон: основные форматы и решения 2026 года,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,154,Тренды в аренде фотозон: технологии и материалы,trendy-v-arende-fotozon-tehnologii-i-materialy,Тренды в аренде фотозон,trendy-v-arende-fotozon,2026-06-06 09:19,,,,"Тренды в аренде фотозон: технологии, материалы и оборудование",да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,156,Как выбрать аренду фотозон грамотно,kak-vybrat-arendu-fotozon-gramotno,Тренды в аренде фотозон,trendy-v-arende-fotozon,2026-06-07 20:49,аренда фотозон,https://divent.ru/ekb/uslugi/fotozony/,да,"Как выбрать аренда фотозон: критерии, сервис и бюджет",да,журнал публикаций,записан в реестре
speciallabel.ru,speciallabel.ru,158,Тренды аренды фотозон: кейсы и идеи,trendy-arendy-fotozon-kejsy-i-idei,Тренды в аренде фотозон,trendy-v-arende-fotozon,2026-06-09 13:42,,,,Тренды в аренде фотозон: примеры удачных кейсов и нестандартные идеи,да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,160,Тренды аренды фотозон: безопасность и нормы,trendy-arendy-fotozon-bezopasnost-i-normy,Тренды в аренде фотозон,trendy-v-arende-fotozon,2026-06-11 15:44,,,,"Тренды в аренде фотозон: безопасность, монтаж и нормативы",да,журнал публикаций,из заголовка
speciallabel.ru,speciallabel.ru,162,Тренды аренды фотозон: ошибки и решения,trendy-arendy-fotozon-oshibki-i-reshenija,Тренды в аренде фотозон,trendy-v-arende-fotozon,2026-06-13 20:40,,,,Тренды в аренде фотозон: ошибки заказчиков и как их избежать,да,журнал публикаций,из заголовка
techfile.ru,techfile.ru,121,Когда стоит сменить профессию на рабочую,kogda-stoit-smenit-professiju-na-rabochuju,Обучение и переквалификация,obuchenie-i-perekvalifikacija,2026-05-13 14:34,,,,Когда стоит сменить профессию на рабочую,да,журнал публикаций,записан в реестре
techfile.ru,techfile.ru,122,Дистанционное обучение на погрузчик: как это работает,distancionnoe-obuchenie-na-pogruzchik-kak-jeto-rabotaet,Обучение и переквалификация,obuchenie-i-perekvalifikacija,2026-05-14 15:46,дистанционное обучение на погрузчик,https://aso-cdo.ru/moskva/rabochie-professii/voditel-pogruzchika/,да,Дистанционное обучение на погрузчик: как это работает,да,журнал публикаций,записан в реестре
techfile.ru,techfile.ru,123,Профессиональное обучение в России: формы и сроки,professionalnoe-obuchenie-v-rossii-formy-i-sroki,Обучение и переквалификация,obuchenie-i-perekvalifikacija,2026-05-16 14:34,Закон об образовании,https://www.consultant.ru/document/cons_doc_LAW_140174/,,Профессиональное обучение в России: формы и сроки,да,журнал публикаций,записан в реестре
techfile.ru,techfile.ru,124,Сколько учиться на водителя погрузчика,skolko-uchitsja-na-voditelja-pogruzchika,Обучение и переквалификация,obuchenie-i-perekvalifikacija,2026-05-17 12:50,,,,Сколько длится обучение на водителя погрузчика,да,журнал публикаций,записан в реестре
techfile.ru,techfile.ru,125,Зарплаты рабочих профессий по регионам России,zarplaty-rabochih-professij-po-regionam-rossii,Обучение и переквалификация,obuchenie-i-perekvalifikacija,2026-05-19 21:23,Росстат,https://rosstat.gov.ru/,,Зарплаты рабочих профессий по регионам России,да,журнал публикаций,из заголовка
techfile.ru,techfile.ru,126,Как совмещать обучение с основной работой,kak-sovmeshhat-obuchenie-s-osnovnoj-rabotoj,Обучение и переквалификация,obuchenie-i-perekvalifikacija,2026-05-20 19:35,,,,Как совмещать обучение с основной работой,да,журнал публикаций,из заголовка
techfile.ru,techfile.ru,140,Праздничное оформление и фотозоны 2026,prazdnichnoe-oformlenie-i-fotozony-2026,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,2026-06-01 20:07,,,,Праздничное оформление: фотозоны и декор: основные форматы и решения 2026 года,да,журнал публикаций,из заголовка
techfile.ru,techfile.ru,142,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,2026-06-03 16:35,,,,"Праздничное оформление: фотозоны и декор: технологии, материалы и оборудование",да,журнал публикаций,из заголовка
techfile.ru,techfile.ru,144,Как выбрать аренду фотозон грамотно,kak-vybrat-arendu-fotozon-gramotno,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,2026-06-04 11:21,аренда фотозон,https://divent.ru/uslugi/fotozony/,да,"Как выбрать аренда фотозон: критерии, сервис и бюджет",да,журнал публикаций,записан в реестре
techfile.ru,techfile.ru,146,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor-2,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,2026-06-05 11:21,,,,Праздничное оформление: фотозоны и декор: примеры удачных кейсов и нестандартные идеи,да,журнал публикаций,"из заголовка, суффикс WordPress"
techfile.ru,techfile.ru,148,Фотозоны и декор: безопасность и монтаж,fotozony-i-dekor-bezopasnost-i-montazh,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,2026-06-06 11:20,,,,"Праздничное оформление: фотозоны и декор: безопасность, монтаж и нормативы",да,журнал публикаций,из заголовка
techfile.ru,techfile.ru,150,Ошибки в оформлении фотозон и декора,oshibki-v-oformlenii-fotozon-i-dekora,Праздничное оформление: фотозоны и декор,prazdnichnoe-oformlenie-fotozony-i-dekor,2026-06-07 12:27,,,,Праздничное оформление: фотозоны и декор: ошибки заказчиков и как их избежать,да,журнал публикаций,из заголовка
top-audit.ru,top-audit.ru,124,Сколько стоит освоить рабочую профессию в Москве,skolko-stoit-osvoit-rabochuju-professiju-v-moskve,Цены на обучение профессиям,ceny-na-obuchenie-professijam,2026-05-15 14:52,,,,Сколько стоит освоить рабочую профессию в Москве,да,журнал публикаций,записан в реестре
top-audit.ru,top-audit.ru,125,От чего зависит цена обучения на спецтехнику,ot-chego-zavisit-cena-obuchenija-na-spectehniku,Цены на обучение профессиям,ceny-na-obuchenie-professijam,2026-05-16 12:41,,,,От чего зависит цена обучения на спецтехнику,да,журнал публикаций,записан в реестре
top-audit.ru,top-audit.ru,126,Как не переплатить за курсы,kak-ne-pereplatit-za-kursy,Цены на обучение профессиям,ceny-na-obuchenie-professijam,2026-05-17 15:14,HeadHunter,https://hh.ru/,,Как не переплатить за курсы: практические советы,да,журнал публикаций,записан в реестре
